FlowUID,FromUID,ToUID,FromName,ToName,MassType,Volume_m3,VolumeUnit,PeriodStart,PeriodEnd,EvidenceClass,Confidence,SourceURL,Class,Outcome,Method,Notes,Published
FLW_0439,SRC_VI_012,VF_HO_001,Vestby Næringspark Øst,Kopstad Massemottak AS,soil and clay,7648,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0440,SRC_VI_012,BU_DR_002,Vestby Næringspark Øst,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,12186,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",38.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0441,SRC_VI_012,BU_DR_005,Vestby Næringspark Øst,Mile avfallsdeponi,soil and clay,2550,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0442,SRC_VI_012,BU_LI_001,Vestby Næringspark Øst,Egge I - inert deponi,soil and clay,3480,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0443,SRC_VI_012,BU_LI_002,Vestby Næringspark Øst,Egge II - inert deponi,soil and clay,3482,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0444,SRC_VI_001,AK_LI_002,E18 Vestkorridoren,Skedsmo Massesenter,rock,107393,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0445,SRC_VI_001,AK_LI_003,E18 Vestkorridoren,Jølsen Miljøpark,rock,87075,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0446,SRC_VI_001,AK_EI_002,E18 Vestkorridoren,Feiring Bruk AS avd. Dal Pukkverk,rock,75733,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",63.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0447,SRC_VI_001,AK_UL_003,E18 Vestkorridoren,Veidekke Gardermoen Massesenter,rock,86885,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0448,SRC_VI_001,AK_NI_001,E18 Vestkorridoren,NOAH Engadalen,rock,285625,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0449,SRC_VI_001,AK_AH_001,E18 Vestkorridoren,Helgerud Inert Deponi,rock,25871,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0450,SRC_VI_001,AK_AH_002,E18 Vestkorridoren,Mr. Pukk Høland AS,rock,25776,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0451,SRC_VI_001,OF_IO_002,E18 Vestkorridoren,Veidekke Elvestad,rock,68753,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0452,SRC_VI_001,OS_OS_004,E18 Vestkorridoren,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,285701,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0453,SRC_VI_001,AK_NA_001,E18 Vestkorridoren,Herstua Grus AS - avfallshåndtering,rock,38010,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0454,SRC_VI_001,BU_LI_002,E18 Vestkorridoren,Egge II - inert deponi,rock,98442,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0455,SRC_VI_001,AK_LI_002,E18 Vestkorridoren,Skedsmo Massesenter,soil and clay,30145,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0456,SRC_VI_001,AK_LI_003,E18 Vestkorridoren,Jølsen Miljøpark,soil and clay,24042,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0457,SRC_VI_001,AK_UL_003,E18 Vestkorridoren,Veidekke Gardermoen Massesenter,soil and clay,20162,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0458,SRC_VI_001,AK_NI_001,E18 Vestkorridoren,NOAH Engadalen,soil and clay,79590,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0459,SRC_VI_001,AK_AS_004,E18 Vestkorridoren,Røyken Grovfyllplass,soil and clay,13236,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0460,SRC_VI_001,AK_LI_004,E18 Vestkorridoren,ROAF Miljøpark,soil and clay,36792,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0461,SRC_VI_001,OF_IO_002,E18 Vestkorridoren,Veidekke Elvestad,soil and clay,17263,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0462,SRC_VI_001,OS_OS_004,E18 Vestkorridoren,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,89278,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0463,SRC_VI_001,AK_NA_001,E18 Vestkorridoren,Herstua Grus AS - avfallshåndtering,soil and clay,8338,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0464,SRC_VI_001,BU_DR_002,E18 Vestkorridoren,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,33197,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0465,SRC_VI_001,BU_DR_005,E18 Vestkorridoren,Mile avfallsdeponi,soil and clay,12038,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0466,SRC_VI_001,BU_LI_002,E18 Vestkorridoren,Egge II - inert deponi,soil and clay,28028,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0467,SRC_VI_001,AK_LI_002,E18 Vestkorridoren,Skedsmo Massesenter,demolition,2255,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0468,SRC_VI_001,AK_LI_003,E18 Vestkorridoren,Jølsen Miljøpark,demolition,1849,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0469,SRC_VI_001,AK_EI_002,E18 Vestkorridoren,Feiring Bruk AS avd. Dal Pukkverk,demolition,1927,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",63.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0470,SRC_VI_001,AK_UL_001,E18 Vestkorridoren,Ragn-Sells avd. Gardermoen,demolition,1244,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0471,SRC_VI_001,AK_UL_003,E18 Vestkorridoren,Veidekke Gardermoen Massesenter,demolition,2071,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0472,SRC_VI_001,AK_NI_001,E18 Vestkorridoren,NOAH Engadalen,demolition,6027,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0473,SRC_VI_001,AK_AH_001,E18 Vestkorridoren,Helgerud Inert Deponi,demolition,672,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0474,SRC_VI_001,AK_AH_002,E18 Vestkorridoren,Mr. Pukk Høland AS,demolition,670,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0475,SRC_VI_001,AK_UL_002,E18 Vestkorridoren,ØRAS Miljøstasjon Dal Skog,demolition,634,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",61.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0476,SRC_VI_001,OF_IO_002,E18 Vestkorridoren,Veidekke Elvestad,demolition,1555,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0477,SRC_VI_001,OS_OS_004,E18 Vestkorridoren,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),demolition,5585,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0478,SRC_VI_001,AK_NA_001,E18 Vestkorridoren,Herstua Grus AS - avfallshåndtering,demolition,941,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0479,SRC_VI_001,BU_DR_003,E18 Vestkorridoren,Lerpeveien gjenvinningsstasjon,demolition,1543,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0480,SRC_VI_001,BU_DR_004,E18 Vestkorridoren,Mile gjenvinningsstasjon,demolition,1169,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0481,SRC_VI_001,BU_LI_002,E18 Vestkorridoren,Egge II - inert deponi,demolition,2048,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0482,SRC_VI_001,AK_LI_003,E18 Vestkorridoren,Jølsen Miljøpark,contaminated,16604,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0483,SRC_VI_001,AK_NE_001,E18 Vestkorridoren,Esval Miljøpark,contaminated,14618,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",68.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0484,SRC_VI_001,AK_UL_001,E18 Vestkorridoren,Ragn-Sells avd. Gardermoen,contaminated,17017,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0485,SRC_VI_001,AK_NI_001,E18 Vestkorridoren,NOAH Engadalen,contaminated,53044,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0486,SRC_VI_001,AK_AH_001,E18 Vestkorridoren,Helgerud Inert Deponi,contaminated,11852,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0487,SRC_VI_001,AK_AH_002,E18 Vestkorridoren,Mr. Pukk Høland AS,contaminated,11840,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0488,SRC_VI_001,AK_LI_004,E18 Vestkorridoren,ROAF Miljøpark,contaminated,23897,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0489,SRC_VI_001,AK_UL_002,E18 Vestkorridoren,ØRAS Miljøstasjon Dal Skog,contaminated,10151,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",61.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0490,SRC_VI_001,OS_OS_004,E18 Vestkorridoren,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),contaminated,38104,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0491,SRC_VI_001,BU_DR_002,E18 Vestkorridoren,Lindum AS avd. Drammen - avfallsdeponi,contaminated,28490,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0492,SRC_VI_001,TE_SK_001,E18 Vestkorridoren,Bjorstaddalen Næring deponi,contaminated,5330,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",140.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0493,SRC_VI_001,IN_HA_001,E18 Vestkorridoren,Heggvin Alun - alunskiferdeponi,contaminated,15282,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",143.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0494,SRC_VI_001,IN_GJ_001,E18 Vestkorridoren,Horisont Miljøpark IKS - deponi kategori 2,contaminated,6242,pfm3,2020,2028,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",123.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0495,SRC_OS_013,AK_LI_003,Bjørvika Skole,Jølsen Miljøpark,contaminated,3528,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0496,SRC_OS_013,AK_NE_001,Bjørvika Skole,Esval Miljøpark,contaminated,3035,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",61.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0497,SRC_OS_013,AK_UL_001,Bjørvika Skole,Ragn-Sells avd. Gardermoen,contaminated,3484,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0498,SRC_OS_013,AK_NI_001,Bjørvika Skole,NOAH Engadalen,contaminated,10446,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0499,SRC_OS_013,AK_AH_001,Bjørvika Skole,Helgerud Inert Deponi,contaminated,2533,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0500,SRC_OS_013,AK_AS_001,Bjørvika Skole,Lindum Oredalen,contaminated,6070,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0501,SRC_OS_013,AK_AH_002,Bjørvika Skole,Mr. Pukk Høland AS,contaminated,2530,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0502,SRC_OS_013,AK_LI_004,Bjørvika Skole,ROAF Miljøpark,contaminated,5017,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0503,SRC_OS_013,AK_UL_002,Bjørvika Skole,ØRAS Miljøstasjon Dal Skog,contaminated,2068,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0504,SRC_OS_013,OS_OS_004,Bjørvika Skole,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),contaminated,7953,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",16.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0505,SRC_OS_013,BU_DR_002,Bjørvika Skole,Lindum AS avd. Drammen - avfallsdeponi,contaminated,5148,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0506,SRC_OS_013,BU_LI_001,Bjørvika Skole,Egge I - inert deponi,contaminated,3024,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0507,SRC_OS_013,TE_SK_001,Bjørvika Skole,Bjorstaddalen Næring deponi,contaminated,970,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",146.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0508,SRC_OS_013,IN_HA_001,Bjørvika Skole,Heggvin Alun - alunskiferdeponi,contaminated,3007,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",141.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0509,SRC_OS_013,IN_GJ_001,Bjørvika Skole,Horisont Miljøpark IKS - deponi kategori 2,contaminated,1188,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",125.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0510,SRC_OS_013,AK_LI_002,Bjørvika Skole,Skedsmo Massesenter,soil and clay,2962,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0511,SRC_OS_013,AK_LI_003,Bjørvika Skole,Jølsen Miljøpark,soil and clay,2547,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0512,SRC_OS_013,AK_EI_002,Bjørvika Skole,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,1366,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0513,SRC_OS_013,AK_UL_003,Bjørvika Skole,Veidekke Gardermoen Massesenter,soil and clay,1789,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0514,SRC_OS_013,AK_NI_001,Bjørvika Skole,NOAH Engadalen,soil and clay,5994,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0515,SRC_OS_013,AK_AH_001,Bjørvika Skole,Helgerud Inert Deponi,soil and clay,574,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0516,SRC_OS_013,AK_AS_001,Bjørvika Skole,Lindum Oredalen,soil and clay,1565,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0517,SRC_OS_013,AK_AS_004,Bjørvika Skole,Røyken Grovfyllplass,soil and clay,760,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0518,SRC_OS_013,AK_AH_002,Bjørvika Skole,Mr. Pukk Høland AS,soil and clay,571,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0519,SRC_OS_013,AK_LI_004,Bjørvika Skole,ROAF Miljøpark,soil and clay,3695,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0520,SRC_OS_013,AK_UL_002,Bjørvika Skole,ØRAS Miljøstasjon Dal Skog,soil and clay,468,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0521,SRC_OS_013,OF_IO_002,Bjørvika Skole,Veidekke Elvestad,soil and clay,1503,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0522,SRC_OS_013,OS_OS_004,Bjørvika Skole,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,8733,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",16.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0523,SRC_OS_013,AK_NA_001,Bjørvika Skole,Herstua Grus AS - avfallshåndtering,soil and clay,687,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0524,SRC_OS_013,BU_DR_002,Bjørvika Skole,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,1697,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0525,SRC_OS_013,BU_DR_005,Bjørvika Skole,Mile avfallsdeponi,soil and clay,553,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0526,SRC_OS_013,BU_LI_001,Bjørvika Skole,Egge I - inert deponi,soil and clay,1274,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0527,SRC_OS_013,BU_LI_002,Bjørvika Skole,Egge II - inert deponi,soil and clay,1263,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0528,SRC_VI_014,AK_LI_002,Fjellhamar Bruk,Skedsmo Massesenter,demolition,3648,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0529,SRC_VI_014,AK_LI_003,Fjellhamar Bruk,Jølsen Miljøpark,demolition,3454,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",9.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
